,date,text,user
48413,9/7/17 10:41,feliz día 🇦🇷✌🏻,Lobo cl
48414,9/7/17 14:33,Q oooooooooooo,Shafal
48415,9/7/17 14:35,Pio vo,Fede Sharley
48416,9/7/17 14:36,Pio,Shafal
48417,9/7/17 14:37,Ayer q o,Shafal
48418,9/7/17 14:37,Ah,Shafal
48419,9/7/17 14:37,Pioooo,Pon Cl
48420,9/7/17 14:38,"Bad friend, aquel q no pin por el cumple de un friend",Shafal
48421,9/7/17 15:02,Para los que tienen ps4,Oguitoo
48422,9/7/17 15:02,God of war 3 4 dolars,Oguitoo
48423,9/7/17 15:02,Saludos desde nopihill,Oguitoo
48424,9/7/17 15:02,nadie digamos,Lobo cl
48425,9/7/17 15:02,somos pobres en arg,Lobo cl
48426,9/7/17 15:03,Cucu p,Oguitoo
48427,9/7/17 15:03,?,Oguitoo
48428,9/7/17 15:05,Reiterando,Joaquin
48429,9/7/17 15:05,Subí,Oguitoo
48430,9/7/17 15:14,Yogui,Shafal
48431,9/7/17 15:14,Ya estas para crecer,Shafal
48432,9/7/17 15:14,Un poco no?,Shafal
48433,9/7/17 15:14,Ah,Shafal
48434,9/7/17 15:29,<Multimedia omitido>,Uba Cl
48435,9/7/17 15:30,La tiene horizontal la chucha?,Shafal
48436,9/7/17 15:30,Ah,Shafal
48437,9/7/17 15:57,<Multimedia omitido>,Fede Sharley
48438,9/7/17 15:58,<Multimedia omitido>,Shafal
48439,9/7/17 15:58,Diosa!!!,URI
48440,9/7/17 15:59,❤❤,URI
48441,9/7/17 15:59,Diosa,Riti Cell
48442,9/7/17 16:00,Q tremenda,Uba Cl
48443,9/7/17 16:00,Ah,Uba Cl
48444,9/7/17 16:26,Como la amo,Pelado Ale
48445,9/7/17 16:27,es hermosa negro,Lobo cl
48446,9/7/17 16:27,cada día más piola,Lobo cl
48447,9/7/17 16:32,Q día de mierda ameo,Uba Cl
48448,9/7/17 16:33,Alguno para un corchazo? Ah,Uba Cl
48449,9/7/17 16:35,Iña estas bien?,Joaquin
48450,9/7/17 16:36,Bomba,Iña Cell
48451,9/7/17 16:36,Que onda ese allanamientus,Fede Sharley
48452,9/7/17 16:37,espectacular día de siesta,Lobo cl
48453,9/7/17 16:37,rama que o?,Lobo cl
48454,9/7/17 16:38,Jugo cometa?,Sebi Cell
48455,9/7/17 16:38,<Multimedia omitido>,Iña Cell
48456,9/7/17 16:53,La gata de flores hermoso,Fede Sharley
48457,9/7/17 16:53,Ojo shafa ahí eh,Fede Sharley
48458,9/7/17 16:54,No te quiero ver pidiendo enroque de fiscalii,Fede Sharley
48459,9/7/17 16:57,Jejejeje,Shafal
48460,9/7/17 16:57,Se lo chamuyo al qq,Shafal
48461,9/7/17 16:57,Conta qqin,Shafal
48462,9/7/17 16:58,"Como tiró ""Ale no me pidió permiso para irse a Brasil"" jejejej",Shafal
48463,9/7/17 16:58,Prenderlo fuego en el work hermoso,Fede Sharley
48464,9/7/17 17:04,En unos añitos alta milf,Joaquin
48465,9/7/17 17:04,Todavía le falta,Joaquin
48466,9/7/17 17:08,La cat the flowers,Sebi Cell
48467,9/7/17 17:20,🐱🌸,Uba Cl
48468,9/7/17 19:05,<Multimedia omitido>,Fede Sharley
48469,9/7/17 19:05,"Lo que es billions men, no doy maish",Fede Sharley
48470,9/7/17 19:14,A viste,Shafal
48471,9/7/17 19:14,Esta tremend,Shafal
48472,9/7/17 19:14,Te dije ruso,Shafal
48473,9/7/17 19:14,Esa blondie,Shafal
48474,9/7/17 19:14,Es un hell,Shafal
48475,9/7/17 19:14,Aunq todos sabemos q vos miras al coloreta,Shafal
48476,9/7/17 19:14,Ah,Shafal
48477,9/7/17 19:15,A spyros,Fede Sharley
48478,9/7/17 19:15,Ah,Fede Sharley
48479,9/7/17 19:15,La psicóloga me mata,Fede Sharley
48480,9/7/17 19:15,Lo q es,Shafal
48481,9/7/17 19:15,Y q sea sado,Shafal
48482,9/7/17 19:15,Aaaaaah,Shafal
48483,9/7/17 19:15,Como me kb,Shafal
48484,9/7/17 19:16,Japish japish,Fede Sharley
48485,9/7/17 19:17,Menosh,Shafal
48486,9/7/17 19:52,<Multimedia omitido>,Shafal
48487,9/7/17 22:09,Jajaja vieron lo de recién en el programa de Navarro???,Uba Cl
48488,9/7/17 22:10,No,Shafal
48489,9/7/17 22:10,Q paso?,Shafal
48490,9/7/17 22:12,"Un periodista trucho de CNN q preguntaba a la gente en la calle cualquier gilada y la gente le creía (animales de resina hipoalergenica de milagro sala, robo de ballenas de cfk)",Uba Cl
48491,9/7/17 22:12,Hermoso el ser humano,Uba Cl
48492,9/7/17 22:25,era el que hace del cadete?,Lobo cl
48493,9/7/17 22:36,Acabo de ver el trailer,Oguitoo
48494,9/7/17 22:36,Se viene jumanji 2,Oguitoo
48495,9/7/17 22:36,Ojaldre,Oguitoo
48496,9/7/17 23:05,<Multimedia omitido>,Joaquin
48497,10/7/17 00:07,volvió lo nata,Lobo cl
48498,10/7/17 00:07,y tiro los audios esos impresentable,Lobo cl
48499,10/7/17 00:40,Riti la noche klezmer es apta para ir con mini? Se pone ?,Fede Sharley
48500,10/7/17 02:08,Obvio,Riti Cell
48501,10/7/17 02:08,Va a estar pio pio,Riti Cell
48502,10/7/17 08:14,<Multimedia omitido>,URI
48503,10/7/17 08:14,@5491151652877 tu golden opportunity,URI
48504,10/7/17 08:16,A veeeeer,Shafal
48505,10/7/17 08:18,Eso es el face?,Shafal
48506,10/7/17 08:18,No lo encuentro,Shafal
48507,10/7/17 08:19,Pásame el link poish,Shafal
48508,10/7/17 08:19,Me voy a London,Shafal
48509,10/7/17 08:21,https://arsenal.team.careers/,URI
48510,10/7/17 09:33,Pero q viste,Shafal
48511,10/7/17 09:33,Entre,Shafal
48512,10/7/17 09:33,Y hay ofertas de trabajo,Shafal
48513,10/7/17 09:33,Q salvo DT de minas,Shafal
48514,10/7/17 09:33,No había ninguno para mí,Shafal
48515,10/7/17 09:40,Jajajajjaja,URI
48516,10/7/17 09:40,No se vi eso en LinkedIn te lo pase,URI
48517,10/7/17 09:40,Dt de minas está bien eh,URI
48518,10/7/17 09:45,Si y seguridad pa estadio me gustó tmb,Shafal
48519,10/7/17 10:01,Hahahah,URI
48520,10/7/17 10:29,Igual ury cuando cruce el océano,Shafal
48521,10/7/17 10:29,Quiero ser tu cadete,Shafal
48522,10/7/17 10:29,Con eso me conformo,Shafal
48523,10/7/17 10:29,Ah,Shafal
48524,10/7/17 10:41,https://youtu.be/bNXpzLzjWtk,Shafal
48525,10/7/17 10:51,Mi mano derecha,URI
48526,10/7/17 11:42,"Ojo con esta @5491151652877, podés terminar haciendo cosas que no querés...",Fede Sharley
48527,10/7/17 11:42,Qué onda @maiesterkin ?,Fede Sharley
48528,10/7/17 11:44,Jajjajajjaj bien fede,URI
48529,10/7/17 11:44,maia es amiga de familia,URI
48530,10/7/17 11:45,⛔,URI
48531,10/7/17 11:45,Y es la que me presento a la tana que me muevo ahora,URI
48532,10/7/17 11:45,Así que no.......,URI
48533,10/7/17 11:54,La tana es iehudí ?,Fede Sharley
48534,10/7/17 11:54,U,Shafal
48535,10/7/17 11:54,Tana,Shafal
48536,10/7/17 11:54,A ver fpto,Shafal
48537,10/7/17 11:54,Quiero una tana,Shafal
48538,10/7/17 11:54,No boludo que va a ser judía conoces muchas tanas judías vos,URI
48539,10/7/17 11:55,Googleala,URI
48540,10/7/17 11:55,"Hay un par e fotos suyas en Google images, hizo un shooting hace unos años",URI
48541,10/7/17 11:55,Giulia oliboni,URI
48542,10/7/17 11:55,Y el instagram esta abierto creo,URI
48543,10/7/17 11:55,Hay de todo en todos lados,Fede Sharley
48544,10/7/17 11:55,"Puede haber tanas judías, tranquilamnete",Fede Sharley
48545,10/7/17 11:56,Hay pero no conozco,URI
48546,10/7/17 11:56,"Hay un templo de hecho, fussili scarparovich",Fede Sharley
48547,10/7/17 11:56,Lasagna bolognesivsky,Fede Sharley
48548,10/7/17 11:57,Sophia Loren era judia,Joaquin
48549,10/7/17 11:57,(?),Joaquin
48550,10/7/17 11:59,<Multimedia omitido>,Shafal
48551,10/7/17 11:59,Si,URI
48552,10/7/17 12:00,Aaaaaaa bueh,Shafal
48553,10/7/17 12:01,Lish si había alguna duda sos el 1,Shafal
48554,10/7/17 12:01,Desp viene Fede,Shafal
48555,10/7/17 12:02,3 una,Shafal
48556,10/7/17 12:02,Uba,Shafal
48557,10/7/17 12:02,4 ale,Shafal
48558,10/7/17 12:02,5 riti,Shafal
48559,10/7/17 12:02,6 rama,Shafal
48560,10/7/17 12:02,9pon,Shafal
48561,10/7/17 12:02,10iña,Shafal
48562,10/7/17 12:02,Muse y lobo no clasifican,Shafal
48563,10/7/17 12:02,Ah,Shafal
48564,10/7/17 12:04,"Jajjajajjaj, esta bien optimizada ahí eh",URI
48565,10/7/17 12:04,No te dejes engañar por la magia del fotógrafo,URI
48566,10/7/17 12:04,Pero es de lejos la mina más linda que me cogi,URI
48567,10/7/17 12:05,Nos vamos a Normandie 4 días a fin de mes,URI
48568,10/7/17 12:06,Uffff,Shafal
48569,10/7/17 12:06,Viajecito y todo,Shafal
48570,10/7/17 12:06,Ojo ury,Shafal
48571,10/7/17 12:06,No caigas.men,Shafal
48572,10/7/17 12:06,No caigas,Shafal
48573,10/7/17 12:06,Aprovecha la cima de la ola,Shafal
48574,10/7/17 12:06,Seguí surfeando,Shafal
48575,10/7/17 12:06,Tiene 24 eso es 'o mejor no me pone nada de presión,URI
48576,10/7/17 12:06,No caigas,Shafal
48577,10/7/17 12:06,Aaaah,Shafal
48578,10/7/17 12:07,Ojo eh,Shafal
48579,10/7/17 12:07,Y si caigo al final por lo menos disfrute el ride jajajaja,URI
48580,10/7/17 12:07,NO SEAS BOLUUUUUU,Shafal
48581,10/7/17 12:07,Ah,Shafal
48582,10/7/17 12:08,Jaja lo voy a tener en cuenta negro,URI
48583,10/7/17 12:08,Hacele un bepi ya,Pon Cl
48584,10/7/17 12:41,Un primito europeo clave,dona Cel
48585,10/7/17 13:59,hace rato que no hay una pornovela piola,Lobo cl
48586,10/7/17 14:06,@5491165243857 📞,Oguitoo
48587,10/7/17 14:06,"Una con el posteo suplicando, porfa",Oguitoo
48588,10/7/17 14:06,Ah,Oguitoo
48589,10/7/17 14:29,Es un dilema moral que no puedo superar,Fede Sharley
48590,10/7/17 14:29,Por ahora quedan suspendidas,Fede Sharley
48591,10/7/17 14:30,@5491157547155 cómo saco entradas? La página de tickethoy no encuentra el evento,Fede Sharley
48592,10/7/17 14:48,sacas en la puerta todo bien! igual averiguo si hay anticipadas y te aviso :),Riti Cell
48593,10/7/17 14:48,Ah genial gracias!,Fede Sharley
48594,10/7/17 14:49,<Multimedia omitido>,Pon Cl
48595,10/7/17 15:18,<Multimedia omitido>,Oguitoo
48596,10/7/17 15:18,especial para  @5491160113328 y @5491162240712,Oguitoo
48597,10/7/17 15:34,Che cuanto estan pagando de expensas aprox ?,Fede Sharley
48598,10/7/17 15:38,vos tenes gym pile y seguridad?,Lobo cl
48599,10/7/17 15:39,"Nop, nada",Fede Sharley
48600,10/7/17 15:39,ah y mil quinientos,Lobo cl
48601,10/7/17 15:40,Una banda,Shafal
48602,10/7/17 15:40,Sin nanda,Shafal
48603,10/7/17 15:40,aca,Lobo cl
48604,10/7/17 15:40,Pregunta clave,Iña Cell
48605,10/7/17 15:40,Cuantos dptos son,Iña Cell
48606,10/7/17 15:40,Con Chongo?,Pelado Ale
48607,10/7/17 15:40,Sin ese dato no podés calcular,Iña Cell
48608,10/7/17 15:40,Y metros del dpto,Iña Cell
48609,10/7/17 15:40,el mio pone le son de diez pisos,Lobo cl
48610,10/7/17 15:40,Hasta el E,Lobo cl
48611,10/7/17 15:40,Mucha gente dpto chico,Shafal
48612,10/7/17 15:40,Ah,Shafal
48613,10/7/17 15:40,todos,Lobo cl
48614,10/7/17 15:40,👍🏼👎🏼,Iña Cell
48615,10/7/17 15:41,Si es con novio menosh,Pelado Ale
48616,10/7/17 15:41,Y sí...1.700 paga 🐺,Iña Cell
48617,10/7/17 15:42,No están cobrando abl,Lobo cl
48618,10/7/17 15:42,incluído en  las expensas?,Lobo cl
48619,10/7/17 15:43,No hay chance?  nunca leí lo que decían,Lobo cl
48620,10/7/17 15:51,<Multimedia omitido>,Fede Sharley
48621,10/7/17 15:51,Juncal y biiiiiiiiiiiiiiillinghurst,Fede Sharley
48622,10/7/17 15:51,Que temao,Fede Sharley
48623,10/7/17 15:57,jajaja,Ilso
48624,10/7/17 16:17,@5491160113328 @uba,Oguitoo
48625,10/7/17 16:17,Ah,Oguitoo
48626,10/7/17 16:18,Nopi,Iña Cell
48627,10/7/17 16:25,"Sipi al ""nopi""",Uba Cl
48628,10/7/17 16:32,<Multimedia omitido>,Fede Sharley
48629,10/7/17 16:36,Bueh,URI
48630,10/7/17 16:50,Esa es.la judía?,Shafal
48631,10/7/17 16:51,Me hago el Pitu cupe por ella,Shafal
48632,10/7/17 16:55,Quine es,URI
48633,10/7/17 16:59,Me la estoy comiendo,Fede Sharley
48634,10/7/17 16:59,Más respeto,Fede Sharley
48635,10/7/17 17:01,Alguna novedad?,Uba Cl
48636,10/7/17 17:01,jajajaja,Oguitoo
48637,10/7/17 17:01,jaja,Lobo cl
48638,10/7/17 17:01,astuto,Lobo cl
48639,10/7/17 17:02,"Fede, todo bien con la cortina de humo para ocultar la gayness",Oguitoo
48640,10/7/17 17:02,pero nos querés hacer creer que te estás comiendo ese bombonazo?,Oguitoo
48641,10/7/17 17:02,fede embarazala ya,Lobo cl
48642,10/7/17 17:02,Options,Oguitoo
48647,10/7/17 17:02,44000 likes que es modelo?,URI
48648,10/7/17 17:03,es una modelo hiper famosa rusa,Oguitoo
48649,10/7/17 17:03,Bien fede,Shafal
48650,10/7/17 17:03,a mandarle whatsapps,Oguitoo
48651,10/7/17 17:03,Te bancp,Shafal
48652,10/7/17 17:03,ravioleruso?,Fede Sharley
48653,10/7/17 17:03,Esto porque te envidian,Shafal
48654,10/7/17 17:03,Manda un video cuando te la cojas feduuuuu,URI
48655,10/7/17 17:03,Av,Shafal
48656,10/7/17 17:03,Material de 1ra,URI
48657,10/7/17 17:03,Sos un capo fede,Uba Cl
48658,10/7/17 17:03,"Ah, no captaba",Uba Cl
48659,10/7/17 17:05,idolo,Lobo cl
48660,10/7/17 17:05,genio,Lobo cl
48661,10/7/17 17:05,barrilete cósmico,Lobo cl
48662,10/7/17 17:06,ese pecho paloma ta,Joaquin
48663,10/7/17 17:06,presto para bukakearla,Joaquin
48664,10/7/17 17:13,Lo que es irte temprano de la oficina para ver Billions,Fede Sharley
48665,10/7/17 17:19,fede crack,Ilso
48666,10/7/17 17:31,fede genio,Oguitoo
48667,10/7/17 17:37,Einstein,Sebi Cell
48668,10/7/17 21:13,<Multimedia omitido>,Pon Cl
48669,10/7/17 22:37,<Multimedia omitido>,Shafal
48670,10/7/17 22:39,papa gorra,Lobo cl
48671,10/7/17 22:39,entrega la plata,Lobo cl
48672,10/7/17 22:40,"No puede ser más linda, real creo que no se puede",Sebi Cell
48673,10/7/17 23:10,Emalove 😍,Moda Cl
48674,10/7/17 23:10,😍😍😍,Pon Cl
48675,10/7/17 23:10,Che que onda Muse??,Moda Cl
48676,10/7/17 23:17,que onda moda,Lobo cl
48677,10/7/17 23:17,alguien lo vio?,Lobo cl
48678,10/7/17 23:18,🤷🏻‍♂,Iña Cell
48679,10/7/17 23:21,Acabo de terminar mi ante última materia 🚀,Moda Cl
48680,10/7/17 23:21,Nopi hill,Moda Cl
48681,10/7/17 23:21,Vamooooooo,Pelado Ale
48682,10/7/17 23:21,Te recibiste largo?,Pelado Ale
48683,10/7/17 23:21,Vamoo,Iña Cell
48684,10/7/17 23:21,"No mostró, anteúltima",Moda Cl
48685,10/7/17 23:21,Fin de año última,Moda Cl
48686,10/7/17 23:22,Cómo le voy a dar a moda,Lobo cl
48687,10/7/17 23:22,reading and comprehension,Oguitoo
48688,10/7/17 23:22,Vamoooooooo,Pelado Ale
48689,10/7/17 23:22,Jajajajajaja lea 1 de 4 palabras,Pelado Ale
48690,10/7/17 23:22,La fukin era de la sobre abundancia de información,Pelado Ale
48691,10/7/17 23:23,Te felicito amigooooo,Pelado Ale
48692,10/7/17 23:23,derribar un giant,Lobo cl
48693,10/7/17 23:23,que placer,Lobo cl
48694,10/7/17 23:23,el ruido que va a hacer cuando caiga,Oguitoo
48695,10/7/17 23:23,fin de año moda? dame fecha,Oguitoo
48696,10/7/17 23:23,Jajajaja,Moda Cl
48697,10/7/17 23:23,✈,Oguitoo
48698,10/7/17 23:23,"Por suerte se recibe cucu el mismo día, tienen que elegir",Moda Cl
48699,10/7/17 23:23,Ah,Moda Cl
48700,10/7/17 23:24,Si un giant cae en el bosque,Lobo cl
48701,10/7/17 23:24,y no lo escucho que pasA,Lobo cl
48702,10/7/17 23:31,Brillante lobo,Sebi Cell
48703,10/7/17 23:32,Si un gigant cae donde cae los mainis festejan,Sebi Cell
48704,10/7/17 23:32,Moda te vamo a dar tanto que te vamo a volver maini,Sebi Cell
48705,10/7/17 23:33,Nos vamo a zarpar groso,Sebi Cell
48706,11/7/17 00:05,Meeeeenoshh,Moda Cl
48707,11/7/17 00:31,<Multimedia omitido>,Oguitoo
48708,11/7/17 00:38,<Multimedia omitido>,Pelado Ale
48709,11/7/17 00:38,La página prefe del negro,Pelado Ale
48710,11/7/17 08:08,Buen dia!!,Muse Cell
48718,11/7/17 08:12,VAMOOOOOOS!!!,Shafal
48719,11/7/17 08:28,🇦🇷🇦🇷🇦🇷🇦🇷,Muse Cell
48720,11/7/17 08:29,Arg vs Isra no sé por quién aliento ehh,Fede Sharley
48721,11/7/17 08:29,"El Vitri yo sé por quién alienta, alienta muerte ah",Fede Sharley
48722,11/7/17 08:32,Ah si fede??,Muse Cell
48724,11/7/17 08:32,No la con! Dale traemelo,Fede Sharley
48725,11/7/17 08:59,Huevo Muse,Pon Cl
48726,11/7/17 08:59,Dale hoy papa,Pon Cl
48727,11/7/17 08:59,Kill Jewish,Pon Cl
48728,11/7/17 09:11,Berembembem berembembem yo soy judío pero no soy de Israel berembembem berembembem yo soy judío pero no soy de israel,Shafal
48729,11/7/17 10:33,<Multimedia omitido>,Oguitoo
48730,11/7/17 10:34,🅱uen diaa,Sebi Cell
48731,11/7/17 10:34,Lo que es billions,Fede Sharley
48732,11/7/17 10:34,Ah,Fede Sharley
48733,11/7/17 10:34,😂,Oguitoo
48734,11/7/17 10:34,Cuarto mejor club del mundo,Oguitoo
48735,11/7/17 10:34,Boqui? 29,Oguitoo
48736,11/7/17 10:35,🅱uen diaa,Pon Cl
48737,11/7/17 10:36,"Ogo real tomas en serio ese ranking donde San Lorenzo está arriba de Napoles y Arsenal, e inmediatamente dejando de Bayer Múnich?",Pon Cl
48738,11/7/17 10:36,(pregunto poish),Pon Cl
48739,11/7/17 10:39,No se trata se tomarlo en serio o no. Es el ranking oficial de la Fifa. En el link te explica cómo sacan low números,Oguitoo
48740,11/7/17 10:39,"Hoy, river plate, es el cuarto mejor equipo del mundo",Oguitoo
48741,11/7/17 10:39,Es como no estar de acuerdo con el ranking de tennis,Oguitoo
48742,11/7/17 10:39,Good luck pon,Oguitoo
48743,11/7/17 10:50,😂,URI
48744,11/7/17 10:54,<Multimedia omitido>,Joaquin
48745,11/7/17 10:56,Temon,Uba Cl
48746,11/7/17 11:00,"No creo que sea lo mismo que el Ranking de tennis, claramente no, pero bueno. Si es mejor equipo San Lorenzo que Manchester esta bien.",Pon Cl
48747,11/7/17 11:02,Cuando toca el paradise de Eva?,Pon Cl
48748,11/7/17 11:03,Quien se sube a garchar?,Uba Cl
48749,11/7/17 11:04,Voy con Nadia,Pon Cl
48750,11/7/17 11:06,En ese ranking el boca de falcioni era el mejor equipo del mundo,Iña Cell
48751,11/7/17 11:16,"muy bien, qué bueno iña",Oguitoo
48752,11/7/17 11:16,buen past tu club,Oguitoo
48753,11/7/17 11:17,🤷🏻‍♂,Iña Cell
48754,11/7/17 11:51,<Multimedia omitido>,Fede Sharley
48755,11/7/17 14:02,[11/7 13:58] Turco Burka: kb el sabado 15 hay asado cumple despedida en lo de mis viejos. Tramitas a tu grupo de whatsapp de los pibes del pelle. Por si alguno se quiere pasar,Shafal
48757,11/7/17 14:04,In con Ricarda,Fede Sharley
48758,11/7/17 14:05,"Fede, man. Todavía no puedo creer q te comes a  ese minon",Uba Cl
48759,11/7/17 14:05,Ah,Uba Cl
48760,11/7/17 14:05,Tremenda viste ?,Fede Sharley
48761,11/7/17 14:08,Perdón fede q sea tu mini  pero ayer le dedique una jarola hermosa,Shafal
48762,11/7/17 14:08,Ah,Shafal
48763,11/7/17 14:21,Perdón Ubil pero hoy clave jarola con la Nadia,Pon Cl
48764,11/7/17 14:27,Jajaja ah se geeel?,Uba Cl
48765,11/7/17 14:30,que bubas,Lobo cl
48766,11/7/17 14:30,tiene,Lobo cl
48767,11/7/17 14:35,jajajajaaj,Oguitoo
48768,11/7/17 16:50,Playo playo,Uba Cl
48769,11/7/17 16:50,Jajaja,Uba Cl
48770,11/7/17 16:51,Ya se q ya lo pasaron,Uba Cl
48771,11/7/17 16:51,Pero es genial,Uba Cl
48772,11/7/17 16:54,<Multimedia omitido>,Marto Ná
48773,11/7/17 17:02,Jajaja,Joaquin
48774,11/7/17 17:21,Aajajaja,Uba Cl
48775,11/7/17 17:22,jajajajajaja,Oguitoo
48776,11/7/17 18:26,"Feliz día pon, en el día de bandoneonista!",Shafal
48777,11/7/17 18:30,Gracias Papu,Pon Cl
48778,11/7/17 18:31,Jajaja,Pon Cl
48779,11/7/17 18:31,Quien toca?,Pon Cl
48780,11/7/17 18:31,Ah el de metro y me,Pon Cl
48781,11/7/17 18:32,Si,Shafal
48782,11/7/17 18:32,Pio,Pon Cl
48783,11/7/17 18:32,Dale Nico eeh,Rama cl
48784,11/7/17 18:32,Manda un audio para los pibes,Rama cl
48785,11/7/17 18:40,Uoooooooo,Uba Cl
48786,11/7/17 18:41,Uoooooo,Rama cl
48787,11/7/17 18:41,Uuuuoooooo,Oguitoo
48788,11/7/17 18:43,Cómo toca y graba,Iña Cell
48789,11/7/17 18:45,"Grabador, app",Pon Cl
48790,11/7/17 18:45,<Multimedia omitido>,Pon Cl
48791,11/7/17 21:17,Bien negro gracias,Rama cl
48792,11/7/17 21:17,Para los manijas de fobal juega atu,Rama cl
48793,11/7/17 21:26,Sudaca hoy,Shafal
48794,11/7/17 21:27,Si al globo le hicieron la laco mal,Rama cl
48795,11/7/17 21:46,<Multimedia omitido>,Marto Ná
48796,12/7/17 09:15,<Multimedia omitido>,Fede Sharley
48797,12/7/17 11:12,<Multimedia omitido>,Pon Cl
48798,12/7/17 11:15,Jujuju,Uba Cl
48799,12/7/17 11:16,Te puede pasar,Iña Cell
48800,12/7/17 11:20,Jaajaajjaajajja,URI
48801,12/7/17 12:46,http://www.marca.com/tiramillas/actualidad/2017/07/12/5965dd67ca47410d318b4576.html,Pon Cl
48802,12/7/17 12:53,<Multimedia omitido>,Moda Cl
48803,12/7/17 12:54,"Shiquilinas, volvió el darchi",Moda Cl
48804,12/7/17 12:54,Ah,Moda Cl
48805,12/7/17 12:59,Jajajajaaja,Pon Cl
48806,12/7/17 12:59,⬇⬇,Pon Cl
48807,12/7/17 13:11,Jejejejejeejej,Shafal
48808,12/7/17 13:11,Subiiiii,Shafal
48809,12/7/17 13:12,"Cagamo muchacho, no va a quedar una en pie",Uba Cl
48810,12/7/17 13:13,Baje,Shafal
48811,12/7/17 13:15,<Multimedia omitido>,Uba Cl
48812,12/7/17 13:41,<Multimedia omitido>,Fede Sharley
48813,12/7/17 13:42,que lindo un poco de work morfa una jarana,Lobo cl
48814,12/7/17 13:46,<Multimedia omitido>,Pon Cl
48815,12/7/17 13:52,"Ser jefe, freelance y estatal es casi lo mismo?",Shafal
48816,12/7/17 13:52,Todos hacen lo q le pin?,Shafal
48817,12/7/17 13:56,Es la o de los milenials,dona Cel
48818,12/7/17 13:57,Mucho frío para salir de socha,dona Cel
48819,12/7/17 14:01,https://www.instagram.com/p/BWdDNVsl7P2/?r=wa1,Pon Cl
48820,12/7/17 15:34,<Multimedia omitido>,More
48821,12/7/17 16:06,Como las fantasías de paupon,Uba Cl
48822,12/7/17 17:10,<Multimedia omitido>,Shafal
48823,12/7/17 17:11,Te vi uba,Pon Cl
48824,12/7/17 22:39,<Multimedia omitido>,Fede Sharley
48825,12/7/17 22:42,Si no hay love que no haya vitri?,dona Cel
48826,13/7/17 00:48,<Multimedia omitido>,Pon Cl
48827,13/7/17 01:17,Chances de bajarlo 0/,Oguitoo
48828,13/7/17 01:17,0%,Oguitoo
48829,13/7/17 09:20,Che Shafa te tiro un dato. Se ve que usas auriculares últimamente y no se te escucha un pedo.,Fede Sharley
48830,13/7/17 09:20,Háblale al mic de los auris no al del tel,Fede Sharley
48831,13/7/17 09:24,🥊,URI
48832,13/7/17 09:24,Calmons nous,Fede Sharley
48833,13/7/17 09:26,KEJEJEJEJEJEJEJE,Shafal
48834,13/7/17 09:26,#graciassharpy,Shafal
48835,13/7/17 09:26,Bueno che,Shafal
48836,13/7/17 09:27,Estamos habituandonos a las nuevas tenologias,Shafal
48837,13/7/17 09:27,Te tiro feedback para mejorar,Fede Sharley
48838,13/7/17 09:29,💙,Shafal
48839,13/7/17 10:56,<Multimedia omitido>,Fede Sharley
48840,13/7/17 11:01,esas son las rampas con las que hicieron las pirámides,Ilso
48841,13/7/17 11:08,Eso es para elongar el gemelo,Iña Cell
48842,13/7/17 11:08,<Multimedia omitido>,Pon Cl
48843,13/7/17 11:10,Menosh,Iña Cell
48844,13/7/17 11:15,gemidos de nuevo? dale loco,Ilso
48845,13/7/17 11:21,<Multimedia omitido>,Ilso
48846,13/7/17 11:25,<Multimedia omitido>,Oguitoo
48847,13/7/17 11:25,Qué querida es,Oguitoo
48848,13/7/17 11:31,"Ah, si habrá inspirado",Uba Cl
48849,13/7/17 12:51,<Multimedia omitido>,Pelado Ale
48850,13/7/17 13:10,<Multimedia omitido>,Sebi Cell
48851,13/7/17 13:12,Es joda esto?,Moda Cl
48852,13/7/17 13:12,Bastante bueno,Moda Cl
48853,13/7/17 13:14,Que vetre?,Pon Cl
48854,13/7/17 13:14,Ojo la bolla,Pon Cl
48855,13/7/17 13:44,<Multimedia omitido>,Sebi Cell
48856,13/7/17 13:46,Baje duro,Pon Cl
48857,13/7/17 13:50,Lo knishe?,Fede Sharley
48858,13/7/17 13:50,Más cerca del mic,Pon Cl
48859,13/7/17 13:50,Fede decile,Pon Cl
48860,13/7/17 14:05,<Multimedia omitido>,Fede Sharley
48861,13/7/17 14:05,<Multimedia omitido>,Fede Sharley
48862,13/7/17 14:05,<Multimedia omitido>,Fede Sharley
48863,13/7/17 14:06,Vamooooooo,Uba Cl
48864,13/7/17 14:06,Las Donato son,Shafal
48865,13/7/17 14:07,<Multimedia omitido>,Joaquin
48866,13/7/17 14:07,<Multimedia omitido>,Joaquin
48867,13/7/17 14:08,Made in,Joaquin
48868,13/7/17 14:30,No pi duro,Joaquin
48869,13/7/17 14:31,Bien cuca,Pon Cl
48870,13/7/17 14:31,Son Arg?,Pon Cl
48871,13/7/17 14:35,Tamos viendo porno y mandas lentes juacu,Oguitoo
48872,13/7/17 14:36,Jajaja,Pon Cl
48873,13/7/17 14:37,Fabricante vos qq?,Shafal
48874,13/7/17 14:37,No podemos estar todo el día calentando la pava Men.,Joaquin
48875,13/7/17 14:37,A,Joaquin
48876,13/7/17 14:38,"de a pucu, los mandamos a hacer",Joaquin
48877,13/7/17 14:40,Che y el norpo? Noupihill?,Fede Sharley
48878,13/7/17 14:40,Ogo haceme place,Fede Sharley
